Date,Department,ARMS Department ID,Total # of Employees,# of Employees with Debt,% Employees with Debt,Total Amount Due
9/2/17,PUBLIC HEALTH,HEALTH,503,0,0,0
9/2/17,COMMISSION ON HUMAN RELATIONS,HR,17,0,0,0
9/2/17,HUMAN RESOURCES,HUMANRESOURCES,69,0,0,0
9/2/17,INDEPENDENT POLICE REVIEW AUTHORITY,IPRA,14,0,0,0
9/2/17,LAW,LAW,389,0,0,0
9/2/17,OFFICE OF THE MAYOR,MAYOR,104,0,0,0
9/2/17,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,32,0,0,0
9/2/17,OFFICE OF BUDGET & MANAGEMENT,OBM,46,0,0,0
9/2/17,OFFICE OF EMERGENCY MGMT & COM,OEMC,2156,58,2.7,68135.05
9/2/17,POLICE,POLICE,12964,30,0.2,35527.46
9/2/17,PROCUREMENT SERV,PROCUREMENT,96,2,2.1,376.27
9/2/17,STREETS AND SANITATION,STREETSAN,2042,12,0.6,5710.86
9/2/17,TRANSPORTATION,TRANS,1237,2,0.2,1350.65
9/2/17,CITY TREASURER,TREASURER,23,0,0,0
9/2/17,WATER MANAGEMENT,WATER,1914,5,0.3,2866.16
9/16/17,ADMINISTRATIVE HEARING,AHMS,39,0,0,0
9/16/17,COMM ANIMAL CARE AND CONTROL,ANIMAL,82,0,0,0
9/16/17,AVIATION,AVIATION,1419,4,0.3,2599.73
9/16/17,BUS AFFAIRS AND CONSUMER PROT,BACP,161,0,0,0
9/16/17,BUILDINGS,BUILDINGS,277,0,0,0
9/16/17,CULTURAL AFFAIRS,CA,67,0,0,0
9/16/17,CHICAGO BOARD OF EDUCATION,CBOE,43998,2015,4.6,1455789.89
9/16/17,CITY COLLEGES OF CHICAGO,CCC,4948,70,1.4,51818.18
9/16/17,FIRE DEPARTMENT,CFD,4854,55,1.1,20997.9
9/16/17,CHICAGO HOUSING AUTHORITY,CHA,568,23,4,13136.56
9/16/17,CITY CLERK,CLERK,89,0,0,0
9/16/17,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,203,0,0,0
9/16/17,CIVILIAN OFFICE OF POLICE ACCOUNTABILITY,COPA,115,0,0,0
9/16/17,CITY COUNCIL,COUNCIL,452,4,0.9,19175.96
9/16/17,CHICAGO PARK DISTRICT,CPDT,4887,107,2.2,84153.1
9/16/17,CHICAGO PUBLIC LIBRARY,CPL,990,2,0.2,885.94
9/16/17,CHICAGO TRANSIT AUTHORITY,CTA,11037,1741,15.8,1383914.51
9/16/17,DOIT,DOIT,98,0,0,0
9/16/17,BOARD OF ELECTION COMMISSIONER,ELECTIONS,104,0,0,0
9/16/17,BOARD OF ETHICS,ETHICS,8,0,0,0
9/16/17,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,627,1,0.2,450.35
9/16/17,FINANCE,FINANCE,563,2,0.4,627.12
9/16/17,FLEET AND FACILITY MGMT,FLEETFM,966,5,0.5,1454.92
9/16/17,PUBLIC HEALTH,HEALTH,504,0,0,0
9/16/17,COMMISSION ON HUMAN RELATIONS,HR,17,0,0,0
9/16/17,HUMAN RESOURCES,HUMANRESOURCES,71,0,0,0
9/16/17,INDEPENDENT POLICE REVIEW AUTHORITY,IPRA,13,0,0,0
9/16/17,LAW,LAW,391,0,0,0
9/16/17,OFFICE OF THE MAYOR,MAYOR,97,0,0,0
9/16/17,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,31,0,0,0
9/16/17,OFFICE OF BUDGET & MANAGEMENT,OBM,46,0,0,0
9/16/17,OFFICE OF EMERGENCY MGMT & COM,OEMC,2132,54,2.5,65397.13
9/16/17,POLICE,POLICE,13058,23,0.2,35394.19
9/16/17,PROCUREMENT SERV,PROCUREMENT,97,1,1,200
9/16/17,STREETS AND SANITATION,STREETSAN,2038,14,0.7,8185.8
9/16/17,TRANSPORTATION,TRANS,1239,3,0.2,1124.14
9/16/17,CITY TREASURER,TREASURER,23,0,0,0
9/16/17,WATER MANAGEMENT,WATER,1911,5,0.3,2866.16
9/23/17,ADMINISTRATIVE HEARING,AHMS,39,0,0,0
9/23/17,COMM ANIMAL CARE AND CONTROL,ANIMAL,82,0,0,0
9/23/17,AVIATION,AVIATION,1419,3,0.2,2076.08
9/23/17,BUS AFFAIRS AND CONSUMER PROT,BACP,161,0,0,0
9/23/17,BUILDINGS,BUILDINGS,277,0,0,0
9/23/17,CULTURAL AFFAIRS,CA,67,0,0,0
9/23/17,CHICAGO BOARD OF EDUCATION,CBOE,43998,2003,4.6,1462254.47
9/23/17,CITY COLLEGES OF CHICAGO,CCC,4948,68,1.4,51691.36
9/23/17,FIRE DEPARTMENT,CFD,4854,55,1.1,21620.03
9/23/17,CHICAGO HOUSING AUTHORITY,CHA,568,21,3.7,12714.46
9/23/17,CITY CLERK,CLERK,89,0,0,0
9/23/17,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,203,0,0,0
9/23/17,CIVILIAN OFFICE OF POLICE ACCOUNTABILITY,COPA,115,0,0,0
9/23/17,CITY COUNCIL,COUNCIL,452,3,0.7,18775.96
9/23/17,CHICAGO PARK DISTRICT,CPDT,4887,114,2.3,88031.15
9/23/17,CHICAGO PUBLIC LIBRARY,CPL,990,2,0.2,885.94
9/23/17,CHICAGO TRANSIT AUTHORITY,CTA,11037,1724,15.6,1378523.55
9/23/17,DOIT,DOIT,98,0,0,0
9/23/17,BOARD OF ELECTION COMMISSIONER,ELECTIONS,104,0,0,0
9/23/17,BOARD OF ETHICS,ETHICS,8,0,0,0
9/23/17,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,627,1,0.2,450.35
9/23/17,FINANCE,FINANCE,563,2,0.4,627.12
9/23/17,FLEET AND FACILITY MGMT,FLEETFM,966,5,0.5,1454.92
9/23/17,PUBLIC HEALTH,HEALTH,504,0,0,0
9/23/17,COMMISSION ON HUMAN RELATIONS,HR,17,0,0,0
9/23/17,HUMAN RESOURCES,HUMANRESOURCES,71,0,0,0
9/23/17,INDEPENDENT POLICE REVIEW AUTHORITY,IPRA,13,0,0,0
9/23/17,LAW,LAW,391,0,0,0
9/23/17,OFFICE OF THE MAYOR,MAYOR,97,0,0,0
9/23/17,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,31,0,0,0
9/23/17,OFFICE OF BUDGET & MANAGEMENT,OBM,46,0,0,0
9/23/17,OFFICE OF EMERGENCY MGMT & COM,OEMC,2132,54,2.5,59633.91
9/23/17,POLICE,POLICE,13058,25,0.2,36886.07
9/23/17,PROCUREMENT SERV,PROCUREMENT,97,1,1,200
9/23/17,STREETS AND SANITATION,STREETSAN,2038,15,0.7,9536.37
9/23/17,TRANSPORTATION,TRANS,1239,4,0.3,2284.14
9/23/17,CITY TREASURER,TREASURER,23,0,0,0
9/23/17,WATER MANAGEMENT,WATER,1911,5,0.3,2866.16
9/30/17,ADMINISTRATIVE HEARING,AHMS,39,0,0,0
9/30/17,COMM ANIMAL CARE AND CONTROL,ANIMAL,82,0,0,0
9/30/17,AVIATION,AVIATION,1419,3,0.2,2076.08
9/30/17,BUS AFFAIRS AND CONSUMER PROT,BACP,161,0,0,0
9/30/17,BUILDINGS,BUILDINGS,277,0,0,0
9/30/17,CULTURAL AFFAIRS,CA,67,0,0,0
9/30/17,CHICAGO BOARD OF EDUCATION,CBOE,43998,1990,4.5,1456309.08
9/30/17,CITY COLLEGES OF CHICAGO,CCC,4948,69,1.4,51902.47
9/30/17,FIRE DEPARTMENT,CFD,4854,55,1.1,21513.62
9/30/17,CHICAGO HOUSING AUTHORITY,CHA,568,20,3.5,12594.46
9/30/17,CITY CLERK,CLERK,89,0,0,0
9/30/17,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,203,0,0,0
9/30/17,CIVILIAN OFFICE OF POLICE ACCOUNTABILITY,COPA,115,0,0,0
9/30/17,CITY COUNCIL,COUNCIL,452,3,0.7,18775.96
9/30/17,CHICAGO PARK DISTRICT,CPDT,4887,113,2.3,88438.68
9/30/17,CHICAGO PUBLIC LIBRARY,CPL,990,2,0.2,885.94
9/30/17,CHICAGO TRANSIT AUTHORITY,CTA,11037,1713,15.5,1380207.53
9/30/17,BOARD OF ELECTION COMMISSIONER,ELECTIONS,104,0,0,0
9/30/17,BOARD OF ETHICS,ETHICS,8,0,0,0
9/30/17,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,627,1,0.2,450.35
9/30/17,FINANCE,FINANCE,563,2,0.4,627.12
9/30/17,FLEET AND FACILITY MGMT,FLEETFM,966,6,0.6,1492.71
9/30/17,PUBLIC HEALTH,HEALTH,504,0,0,0
9/30/17,COMMISSION ON HUMAN RELATIONS,HR,17,0,0,0
9/30/17,HUMAN RESOURCES,HUMANRESOURCES,71,0,0,0
9/30/17,INDEPENDENT POLICE REVIEW AUTHORITY,IPRA,13,0,0,0
9/30/17,LAW,LAW,391,0,0,0
9/30/17,OFFICE OF THE MAYOR,MAYOR,97,0,0,0
9/30/17,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,31,0,0,0
9/30/17,OFFICE OF BUDGET & MANAGEMENT,OBM,46,0,0,0
9/30/17,OFFICE OF EMERGENCY MGMT & COM,OEMC,2132,53,2.5,59760.93
9/30/17,POLICE,POLICE,13058,26,0.2,35881.05
9/30/17,PROCUREMENT SERV,PROCUREMENT,97,1,1,200
9/30/17,STREETS AND SANITATION,STREETSAN,2038,16,0.8,9603.03
9/30/17,TRANSPORTATION,TRANS,1239,3,0.2,2256.14
9/30/17,CITY TREASURER,TREASURER,23,0,0,0
9/30/17,WATER MANAGEMENT,WATER,1911,5,0.3,2866.16
10/7/17,ADMINISTRATIVE HEARING,AHMS,39,0,0,0
10/7/17,COMM ANIMAL CARE AND CONTROL,ANIMAL,82,2,2.4,320
10/7/17,AVIATION,AVIATION,1418,60,4.2,31856.01
10/7/17,BUS AFFAIRS AND CONSUMER PROT,BACP,164,4,2.4,1081.07
10/7/17,BUILDINGS,BUILDINGS,275,11,4,7614.91
10/7/17,CULTURAL AFFAIRS,CA,68,1,1.5,300
10/7/17,CHICAGO BOARD OF EDUCATION,CBOE,43998,3055,6.9,2260234.94
10/7/17,CITY COLLEGES OF CHICAGO,CCC,4948,185,3.7,108152.83
10/7/17,FIRE DEPARTMENT,CFD,4846,212,4.4,113136.74
10/7/17,CHICAGO HOUSING AUTHORITY,CHA,568,52,9.2,32143.06
10/7/17,CITY CLERK,CLERK,88,1,1.1,200
10/7/17,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,203,6,3,1355.24
10/7/17,CIVILIAN OFFICE OF POLICE ACCOUNTABILITY,COPA,116,3,2.6,966
10/7/17,CITY COUNCIL,COUNCIL,411,22,5.4,29531.33
10/7/17,CHICAGO PARK DISTRICT,CPDT,4887,299,6.1,258196.53
10/7/17,CHICAGO PUBLIC LIBRARY,CPL,986,23,2.3,11807.74
10/7/17,CHICAGO TRANSIT AUTHORITY,CTA,11037,2256,20.4,1927060.41
10/7/17,DOIT,DOIT,98,3,3.1,820
10/7/17,BOARD OF ELECTION COMMISSIONER,ELECTIONS,104,3,2.9,888.12
10/7/17,BOARD OF ETHICS,ETHICS,8,0,0,0
10/7/17,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,623,19,3,5901.61
10/7/17,FINANCE,FINANCE,556,22,4,8240.08
10/7/17,FLEET AND FACILITY MGMT,FLEETFM,973,33,3.4,18555.15
10/7/17,PUBLIC HEALTH,HEALTH,503,22,4.4,7803.92
10/7/17,COMMISSION ON HUMAN RELATIONS,HR,17,1,5.9,170.8
10/7/17,HUMAN RESOURCES,HUMANRESOURCES,73,2,2.7,1962.6
10/7/17,LAW,LAW,392,6,1.5,2114.22
10/7/17,OFFICE OF THE MAYOR,MAYOR,84,2,2.4,270
10/7/17,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,30,0,0,0
10/7/17,OFFICE OF BUDGET & MANAGEMENT,OBM,47,0,0,0
10/7/17,OFFICE OF EMERGENCY MGMT & COM,OEMC,2143,168,7.8,122905.3
10/7/17,POLICE,POLICE,13142,320,2.4,183832.18
10/7/17,PROCUREMENT SERV,PROCUREMENT,95,3,3.2,1351.28
10/7/17,STREETS AND SANITATION,STREETSAN,2054,158,7.7,85437.07
10/7/17,TRANSPORTATION,TRANS,1240,67,5.4,41402.31
10/7/17,CITY TREASURER,TREASURER,22,0,0,0
10/7/17,WATER MANAGEMENT,WATER,1894,99,5.2,50454.71
10/14/17,ADMINISTRATIVE HEARING,AHMS,39,0,0,0
10/14/17,COMM ANIMAL CARE AND CONTROL,ANIMAL,82,2,2.4,320
10/14/17,AVIATION,AVIATION,1418,57,4,30556.11
10/14/17,BUS AFFAIRS AND CONSUMER PROT,BACP,164,1,0.6,140.24
10/14/17,BUILDINGS,BUILDINGS,275,9,3.3,6212.01
10/14/17,CULTURAL AFFAIRS,CA,68,0,0,0
10/14/17,CHICAGO BOARD OF EDUCATION,CBOE,43998,2968,6.7,2194646.02
10/14/17,CITY COLLEGES OF CHICAGO,CCC,4948,179,3.6,106038.67
10/14/17,FIRE DEPARTMENT,CFD,4846,195,4,106918.85
10/14/17,CHICAGO HOUSING AUTHORITY,CHA,568,45,7.9,29900.33
10/14/17,CITY CLERK,CLERK,88,0,0,0
10/14/17,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,203,6,3,1105.24
10/14/17,CIVILIAN OFFICE OF POLICE ACCOUNTABILITY,COPA,116,0,0,0
10/14/17,CITY COUNCIL,COUNCIL,411,21,5.1,28716.39
10/14/17,CHICAGO PARK DISTRICT,CPDT,4887,295,6,247510.21
10/14/17,CHICAGO PUBLIC LIBRARY,CPL,986,21,2.1,11157.74
10/14/17,CHICAGO TRANSIT AUTHORITY,CTA,11037,2230,20.2,1898920.48
10/14/17,DOIT,DOIT,98,3,3.1,820
10/14/17,BOARD OF ELECTION COMMISSIONER,ELECTIONS,104,3,2.9,888.12
10/14/17,BOARD OF ETHICS,ETHICS,8,0,0,0
10/14/17,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,623,18,2.9,5224.28
10/14/17,FINANCE,FINANCE,556,22,4,6442.93
10/14/17,FLEET AND FACILITY MGMT,FLEETFM,973,28,2.9,13067.26
10/14/17,PUBLIC HEALTH,HEALTH,503,21,4.2,7066.73
10/14/17,COMMISSION ON HUMAN RELATIONS,HR,17,0,0,0
10/14/17,HUMAN RESOURCES,HUMANRESOURCES,73,0,0,0
10/14/17,LAW,LAW,392,6,1.5,2080
10/14/17,OFFICE OF THE MAYOR,MAYOR,84,1,1.2,120
10/14/17,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,30,1,3.3,200
10/14/17,OFFICE OF BUDGET & MANAGEMENT,OBM,47,0,0,0
10/14/17,OFFICE OF EMERGENCY MGMT & COM,OEMC,2143,164,7.7,122719.22
10/14/17,POLICE,POLICE,13142,300,2.3,174816.72
10/14/17,PROCUREMENT SERV,PROCUREMENT,95,3,3.2,1351.28
10/14/17,STREETS AND SANITATION,STREETSAN,2054,147,7.2,78521.18
10/14/17,TRANSPORTATION,TRANS,1240,65,5.2,39324.19
10/14/17,CITY TREASURER,TREASURER,22,0,0,0
10/14/17,WATER MANAGEMENT,WATER,1894,96,5.1,47529.66
10/21/17,ADMINISTRATIVE HEARING,AHMS,39,0,0,0
10/21/17,COMM ANIMAL CARE AND CONTROL,ANIMAL,82,2,2.4,320
10/21/17,AVIATION,AVIATION,1418,56,3.9,30369.43
10/21/17,BUS AFFAIRS AND CONSUMER PROT,BACP,164,1,0.6,140.24
10/21/17,BUILDINGS,BUILDINGS,275,9,3.3,6212.01
10/21/17,CULTURAL AFFAIRS,CA,68,0,0,0
10/21/17,CHICAGO BOARD OF EDUCATION,CBOE,43998,2864,6.5,2140057.89
10/21/17,CITY COLLEGES OF CHICAGO,CCC,4948,173,3.5,105106.05
10/21/17,FIRE DEPARTMENT,CFD,4846,184,3.8,101676.56
10/21/17,CHICAGO HOUSING AUTHORITY,CHA,568,41,7.2,27009.76
10/21/17,CITY CLERK,CLERK,88,0,0,0
10/21/17,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,203,5,2.5,975.24
10/21/17,CIVILIAN OFFICE OF POLICE ACCOUNTABILITY,COPA,116,0,0,0
10/21/17,CITY COUNCIL,COUNCIL,411,20,4.9,28516.39
10/21/17,CHICAGO PARK DISTRICT,CPDT,4887,286,5.9,222207.56
10/21/17,CHICAGO PUBLIC LIBRARY,CPL,986,21,2.1,11157.74
10/21/17,CHICAGO TRANSIT AUTHORITY,CTA,11037,2209,20,1881980.45
10/21/17,DOIT,DOIT,98,3,3.1,820
10/21/17,BOARD OF ELECTION COMMISSIONER,ELECTIONS,104,3,2.9,888.12
10/21/17,BOARD OF ETHICS,ETHICS,8,0,0,0
10/21/17,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,623,17,2.7,5074.28
10/21/17,FINANCE,FINANCE,556,18,3.2,5652.93
10/21/17,FLEET AND FACILITY MGMT,FLEETFM,973,26,2.7,12667.26
10/21/17,PUBLIC HEALTH,HEALTH,503,15,3,4129.11
10/21/17,COMMISSION ON HUMAN RELATIONS,HR,17,0,0,0
10/21/17,HUMAN RESOURCES,HUMANRESOURCES,73,0,0,0
10/21/17,LAW,LAW,392,6,1.5,1960
10/21/17,OFFICE OF THE MAYOR,MAYOR,84,0,0,0
10/21/17,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,30,1,3.3,200
10/21/17,OFFICE OF BUDGET & MANAGEMENT,OBM,47,0,0,0
10/21/17,OFFICE OF EMERGENCY MGMT & COM,OEMC,2143,160,7.5,117637.6
10/21/17,POLICE,POLICE,13142,224,1.7,153575.68
10/21/17,PROCUREMENT SERV,PROCUREMENT,95,3,3.2,1351.28
10/21/17,STREETS AND SANITATION,STREETSAN,2054,142,6.9,76469.99
10/21/17,TRANSPORTATION,TRANS,1240,61,4.9,35115.39
10/21/17,CITY TREASURER,TREASURER,22,0,0,0
10/21/17,WATER MANAGEMENT,WATER,1894,87,4.6,51367.16
10/28/17,ADMINISTRATIVE HEARING,AHMS,39,0,0,0
10/28/17,COMM ANIMAL CARE AND CONTROL,ANIMAL,82,2,2.4,320
10/28/17,AVIATION,AVIATION,1418,55,3.9,30862.64
10/28/17,BUS AFFAIRS AND CONSUMER PROT,BACP,164,0,0,0
10/28/17,BUILDINGS,BUILDINGS,275,8,2.9,3166.41
10/28/17,CULTURAL AFFAIRS,CA,68,0,0,0
10/28/17,CHICAGO BOARD OF EDUCATION,CBOE,43998,2793,6.3,2084806.58
10/28/17,CITY COLLEGES OF CHICAGO,CCC,4948,169,3.4,101172.87
10/28/17,FIRE DEPARTMENT,CFD,4846,173,3.6,97645.09
10/28/17,CHICAGO HOUSING AUTHORITY,CHA,568,34,6,21057.83
10/28/17,CITY CLERK,CLERK,88,0,0,0
10/28/17,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,203,5,2.5,975.24
10/28/17,CIVILIAN OFFICE OF POLICE ACCOUNTABILITY,COPA,116,0,0,0
10/28/17,CITY COUNCIL,COUNCIL,411,19,4.6,27859.31
10/28/17,CHICAGO PARK DISTRICT,CPDT,4887,281,5.7,220238.22
10/28/17,CHICAGO PUBLIC LIBRARY,CPL,986,17,1.7,8170.64
10/28/17,CHICAGO TRANSIT AUTHORITY,CTA,11037,2187,19.8,1854828.03
10/28/17,DOIT,DOIT,98,3,3.1,820
10/28/17,BOARD OF ELECTION COMMISSIONER,ELECTIONS,104,3,2.9,888.12
10/28/17,BOARD OF ETHICS,ETHICS,8,0,0,0
10/28/17,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,623,15,2.4,4573.63
10/28/17,FINANCE,FINANCE,556,17,3.1,4523.51
10/28/17,FLEET AND FACILITY MGMT,FLEETFM,973,27,2.8,12908.31
10/28/17,PUBLIC HEALTH,HEALTH,503,9,1.8,2474.82
10/28/17,COMMISSION ON HUMAN RELATIONS,HR,17,0,0,0
10/28/17,HUMAN RESOURCES,HUMANRESOURCES,73,0,0,0
10/28/17,LAW,LAW,392,6,1.5,1960
10/28/17,OFFICE OF THE MAYOR,MAYOR,84,0,0,0
10/28/17,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,30,1,3.3,200
10/28/17,OFFICE OF BUDGET & MANAGEMENT,OBM,47,0,0,0
10/28/17,OFFICE OF EMERGENCY MGMT & COM,OEMC,2143,148,6.9,106676.55
10/28/17,POLICE,POLICE,13142,164,1.2,133111.64
10/28/17,PROCUREMENT SERV,PROCUREMENT,95,3,3.2,1351.28
10/28/17,STREETS AND SANITATION,STREETSAN,2054,132,6.4,71451.98
10/28/17,TRANSPORTATION,TRANS,1240,52,4.2,30373.49
10/28/17,CITY TREASURER,TREASURER,22,0,0,0
10/28/17,WATER MANAGEMENT,WATER,1894,69,3.6,41194.88
11/4/17,ADMINISTRATIVE HEARING,AHMS,39,0,0,0
11/4/17,COMM ANIMAL CARE AND CONTROL,ANIMAL,82,1,1.2,120
11/4/17,AVIATION,AVIATION,1418,55,3.9,30862.64
11/4/17,BUS AFFAIRS AND CONSUMER PROT,BACP,164,0,0,0
11/4/17,BUILDINGS,BUILDINGS,275,4,1.5,1293.57
11/4/17,CULTURAL AFFAIRS,CA,68,0,0,0
11/4/17,CHICAGO BOARD OF EDUCATION,CBOE,43998,2725,6.2,2037790.91
11/4/17,CITY COLLEGES OF CHICAGO,CCC,4948,169,3.4,98503.44
11/4/17,FIRE DEPARTMENT,CFD,4846,160,3.3,84913.87
11/4/17,CHICAGO HOUSING AUTHORITY,CHA,568,29,5.1,18246.1
11/4/17,CITY CLERK,CLERK,88,0,0,0
11/4/17,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,203,5,2.5,975.24
11/4/17,CIVILIAN OFFICE OF POLICE ACCOUNTABILITY,COPA,116,0,0,0
11/4/17,CITY COUNCIL,COUNCIL,411,17,4.1,26659.59
11/4/17,CHICAGO PARK DISTRICT,CPDT,4887,228,4.7,161584.34
11/4/17,CHICAGO PUBLIC LIBRARY,CPL,986,15,1.5,7243.87
11/4/17,CHICAGO TRANSIT AUTHORITY,CTA,11037,2152,19.5,1819828.84
11/4/17,DOIT,DOIT,98,3,3.1,820
11/4/17,BOARD OF ELECTION COMMISSIONER,ELECTIONS,104,3,2.9,888.12
11/4/17,BOARD OF ETHICS,ETHICS,8,0,0,0
11/4/17,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,623,15,2.4,4573.63
11/4/17,FINANCE,FINANCE,556,14,2.5,3839.12
11/4/17,FLEET AND FACILITY MGMT,FLEETFM,973,25,2.6,12261.32
11/4/17,PUBLIC HEALTH,HEALTH,503,6,1.2,1766.4
11/4/17,COMMISSION ON HUMAN RELATIONS,HR,17,0,0,0
11/4/17,HUMAN RESOURCES,HUMANRESOURCES,73,0,0,0
11/4/17,OFFICE OF THE MAYOR,MAYOR,84,1,1.2,400
11/4/17,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,30,1,3.3,200
11/4/17,OFFICE OF BUDGET & MANAGEMENT,OBM,47,0,0,0
11/4/17,OFFICE OF EMERGENCY MGMT & COM,OEMC,2143,139,6.5,100196.82
11/4/17,POLICE,POLICE,13142,130,1,100713.74
11/4/17,PROCUREMENT SERV,PROCUREMENT,95,3,3.2,1351.28
11/4/17,STREETS AND SANITATION,STREETSAN,2054,128,6.2,60998.56
11/4/17,TRANSPORTATION,TRANS,1240,48,3.9,27748.82
11/4/17,CITY TREASURER,TREASURER,22,0,0,0
11/4/17,WATER MANAGEMENT,WATER,1894,61,3.2,38484.8
11/11/17,ADMINISTRATIVE HEARING,AHMS,38,0,0,0
11/11/17,COMM ANIMAL CARE AND CONTROL,ANIMAL,80,1,1.2,120
11/11/17,AVIATION,AVIATION,1503,50,3.3,29221.78
11/11/17,BUS AFFAIRS AND CONSUMER PROT,BACP,166,0,0,0
11/11/17,BUILDINGS,BUILDINGS,272,2,0.7,441.03
11/11/17,CULTURAL AFFAIRS,CA,67,0,0,0
11/11/17,CHICAGO BOARD OF EDUCATION,CBOE,43998,2697,6.1,2017125.5
11/11/17,CITY COLLEGES OF CHICAGO,CCC,4948,167,3.4,97282.5
11/11/17,FIRE DEPARTMENT,CFD,4823,127,2.6,63679.07
11/11/17,CHICAGO HOUSING AUTHORITY,CHA,568,26,4.6,16876.27
11/11/17,CITY CLERK,CLERK,88,0,0,0
11/11/17,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,205,4,2,845.24
11/11/17,CIVILIAN OFFICE OF POLICE ACCOUNTABILITY,COPA,116,0,0,0
11/11/17,CITY COUNCIL,COUNCIL,411,15,3.6,26439.59
11/11/17,CHICAGO PARK DISTRICT,CPDT,4887,204,4.2,153716.87
11/11/17,CHICAGO PUBLIC LIBRARY,CPL,983,11,1.1,4747.78
11/11/17,CHICAGO TRANSIT AUTHORITY,CTA,11037,2128,19.3,1796229.55
11/11/17,DOIT,DOIT,97,3,3.1,820
11/11/17,BOARD OF ELECTION COMMISSIONER,ELECTIONS,106,3,2.8,888.12
11/11/17,BOARD OF ETHICS,ETHICS,8,0,0,0
11/11/17,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,611,14,2.3,4351.47
11/11/17,FINANCE,FINANCE,562,8,1.4,2244.46
11/11/17,FLEET AND FACILITY MGMT,FLEETFM,976,16,1.6,7272.12
11/11/17,PUBLIC HEALTH,HEALTH,498,3,0.6,478.4
11/11/17,COMMISSION ON HUMAN RELATIONS,HR,17,0,0,0
11/11/17,HUMAN RESOURCES,HUMANRESOURCES,75,0,0,0
11/11/17,LAW,LAW,399,2,0.5,800
11/11/17,OFFICE OF THE MAYOR,MAYOR,85,1,1.2,400
11/11/17,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,28,1,3.6,200
11/11/17,OFFICE OF BUDGET & MANAGEMENT,OBM,48,0,0,0
11/11/17,OFFICE OF EMERGENCY MGMT & COM,OEMC,2128,131,6.2,93727.13
11/11/17,POLICE,POLICE,13200,108,0.8,89164.44
11/11/17,PROCUREMENT SERV,PROCUREMENT,93,3,3.2,1351.28
11/11/17,STREETS AND SANITATION,STREETSAN,2202,116,5.3,54615.36
11/11/17,TRANSPORTATION,TRANS,1227,26,2.1,15261.5
11/11/17,CITY TREASURER,TREASURER,22,0,0,0
11/11/17,WATER MANAGEMENT,WATER,1893,26,1.4,23471.98
11/18/17,ADMINISTRATIVE HEARING,AHMS,38,0,0,0
11/18/17,COMM ANIMAL CARE AND CONTROL,ANIMAL,80,1,1.2,120
11/18/17,AVIATION,AVIATION,1503,42,2.8,26484.35
11/18/17,BUS AFFAIRS AND CONSUMER PROT,BACP,166,0,0,0
11/18/17,BUILDINGS,BUILDINGS,272,3,1.1,975.12
11/18/17,CULTURAL AFFAIRS,CA,67,0,0,0
11/18/17,CHICAGO BOARD OF EDUCATION,CBOE,43998,2625,6,1981076.42
11/18/17,CITY COLLEGES OF CHICAGO,CCC,4948,162,3.3,95735.16
11/18/17,FIRE DEPARTMENT,CFD,4823,95,2,36472.11
11/18/17,CHICAGO HOUSING AUTHORITY,CHA,568,24,4.2,16488.99
11/18/17,CITY CLERK,CLERK,88,0,0,0
11/18/17,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,205,2,1,270
11/18/17,CIVILIAN OFFICE OF POLICE ACCOUNTABILITY,COPA,116,0,0,0
11/18/17,CITY COUNCIL,COUNCIL,411,3,0.7,21817.71
11/18/17,CHICAGO PARK DISTRICT,CPDT,4887,189,3.9,145624.63
11/18/17,CHICAGO PUBLIC LIBRARY,CPL,983,11,1.1,4747.78
11/18/17,CHICAGO TRANSIT AUTHORITY,CTA,11037,2104,19.1,1774955.95
11/18/17,DOIT,DOIT,97,3,3.1,820
